tabelcode;datapunt;rij;kolom
S.05.01.02.01;R0240C0140;R0240;C0140
S.05.01.02.01;R0240C0150;R0240;C0150
S.05.01.02.01;R0240C0160;R0240;C0160
S.05.01.02.01;R0240C0200;R0240;C0200
S.05.01.02.01;R0300C0010;R0300;C0010
S.05.01.02.01;R0300C0020;R0300;C0020
S.05.01.02.01;R0300C0030;R0300;C0030
S.05.01.02.01;R0300C0040;R0300;C0040
S.05.01.02.01;R0300C0050;R0300;C0050
S.05.01.02.01;R0300C0060;R0300;C0060
S.05.01.02.01;R0300C0070;R0300;C0070
S.05.01.02.01;R0300C0080;R0300;C0080
S.05.01.02.01;R0300C0090;R0300;C0090
S.05.01.02.01;R0300C0100;R0300;C0100
S.05.01.02.01;R0300C0110;R0300;C0110
S.05.01.02.01;R0300C0120;R0300;C0120
S.05.01.02.01;R0300C0130;R0300;C0130
S.05.01.02.01;R0300C0140;R0300;C0140
S.05.01.02.01;R0300C0150;R0300;C0150
S.05.01.02.01;R0300C0160;R0300;C0160
S.05.01.02.01;R0300C0200;R0300;C0200
S.05.01.02.01;R0310C0010;R0310;C0010
S.05.01.02.01;R0310C0020;R0310;C0020
S.05.01.02.01;R0310C0030;R0310;C0030
S.05.01.02.01;R0310C0040;R0310;C0040
S.05.01.02.01;R0310C0050;R0310;C0050
S.05.01.02.01;R0310C0060;R0310;C0060
S.05.01.02.01;R0310C0070;R0310;C0070
S.05.01.02.01;R0310C0080;R0310;C0080
S.05.01.02.01;R0310C0090;R0310;C0090
S.05.01.02.01;R0310C0100;R0310;C0100
S.05.01.02.01;R0310C0110;R0310;C0110
S.05.01.02.01;R0310C0120;R0310;C0120
S.05.01.02.01;R0310C0200;R0310;C0200
S.05.01.02.01;R0320C0010;R0320;C0010
S.05.01.02.01;R0320C0020;R0320;C0020
S.05.01.02.01;R0320C0030;R0320;C0030
S.05.01.02.01;R0320C0040;R0320;C0040
S.05.01.02.01;R0320C0050;R0320;C0050
S.05.01.02.01;R0320C0060;R0320;C0060
S.05.01.02.01;R0320C0070;R0320;C0070
S.05.01.02.01;R0320C0080;R0320;C0080
S.05.01.02.01;R0320C0090;R0320;C0090
S.05.01.02.01;R0320C0100;R0320;C0100
S.05.01.02.01;R0320C0110;R0320;C0110
S.05.01.02.01;R0320C0120;R0320;C0120
S.05.01.02.01;R0320C0200;R0320;C0200
S.05.01.02.01;R0330C0130;R0330;C0130
S.05.01.02.01;R0330C0140;R0330;C0140
S.05.01.02.01;R0330C0150;R0330;C0150
S.05.01.02.01;R0330C0160;R0330;C0160
S.05.01.02.01;R0330C0200;R0330;C0200
S.05.01.02.01;R0340C0010;R0340;C0010
S.05.01.02.01;R0340C0020;R0340;C0020
S.05.01.02.01;R0340C0030;R0340;C0030
S.05.01.02.01;R0340C0040;R0340;C0040
S.05.01.02.01;R0340C0050;R0340;C0050
S.05.01.02.01;R0340C0060;R0340;C0060
S.05.01.02.01;R0340C0070;R0340;C0070
S.05.01.02.01;R0340C0080;R0340;C0080
S.05.01.02.01;R0340C0090;R0340;C0090
S.05.01.02.01;R0340C0100;R0340;C0100
S.05.01.02.01;R0340C0110;R0340;C0110
S.05.01.02.01;R0340C0120;R0340;C0120
S.05.01.02.01;R0340C0130;R0340;C0130
S.05.01.02.01;R0340C0140;R0340;C0140
S.05.01.02.01;R0340C0150;R0340;C0150
S.05.01.02.01;R0340C0160;R0340;C0160
S.05.01.02.01;R0340C0200;R0340;C0200
S.05.01.02.01;R0400C0010;R0400;C0010
S.05.01.02.01;R0400C0020;R0400;C0020
S.05.01.02.01;R0400C0030;R0400;C0030
S.05.01.02.01;R0400C0040;R0400;C0040
S.05.01.02.01;R0400C0050;R0400;C0050
S.05.01.02.01;R0400C0060;R0400;C0060
S.05.01.02.01;R0400C0070;R0400;C0070
S.05.01.02.01;R0400C0080;R0400;C0080
S.05.01.02.01;R0400C0090;R0400;C0090
S.05.01.02.01;R0400C0100;R0400;C0100
S.05.01.02.01;R0400C0110;R0400;C0110
S.05.01.02.01;R0400C0120;R0400;C0120
S.05.01.02.01;R0400C0130;R0400;C0130
S.05.01.02.01;R0400C0140;R0400;C0140
S.05.01.02.01;R0400C0150;R0400;C0150
S.05.01.02.01;R0400C0160;R0400;C0160
S.05.01.02.01;R0400C0200;R0400;C0200
S.05.01.02.01;R0410C0010;R0410;C0010
S.05.01.02.01;R0410C0020;R0410;C0020
S.05.01.02.01;R0410C0030;R0410;C0030
S.05.01.02.01;R0410C0040;R0410;C0040
S.05.01.02.01;R0410C0050;R0410;C0050
S.05.01.02.01;R0410C0060;R0410;C0060
S.05.01.02.01;R0410C0070;R0410;C0070
S.05.01.02.01;R0410C0080;R0410;C0080
S.05.01.02.01;R0410C0090;R0410;C0090
S.05.01.02.01;R0410C0100;R0410;C0100
S.05.01.02.01;R0410C0110;R0410;C0110
S.05.01.02.01;R0410C0120;R0410;C0120
S.05.01.02.01;R0410C0200;R0410;C0200
S.05.01.02.01;R0420C0010;R0420;C0010
S.05.01.02.01;R0420C0020;R0420;C0020
S.05.01.02.01;R0420C0030;R0420;C0030
S.05.01.02.01;R0420C0040;R0420;C0040
S.05.01.02.01;R0420C0050;R0420;C0050
S.05.01.02.01;R0420C0060;R0420;C0060
S.05.01.02.01;R0420C0070;R0420;C0070
S.05.01.02.01;R0420C0080;R0420;C0080
S.05.01.02.01;R0420C0090;R0420;C0090
S.05.01.02.01;R0420C0100;R0420;C0100
S.05.01.02.01;R0420C0110;R0420;C0110
S.05.01.02.01;R0420C0120;R0420;C0120
S.05.01.02.01;R0420C0200;R0420;C0200
S.05.01.02.01;R0430C0130;R0430;C0130
S.05.01.02.01;R0430C0140;R0430;C0140
S.05.01.02.01;R0430C0150;R0430;C0150
S.05.01.02.01;R0430C0160;R0430;C0160
S.05.01.02.01;R0430C0200;R0430;C0200
S.05.01.02.01;R0440C0010;R0440;C0010
S.05.01.02.01;R0440C0020;R0440;C0020
S.05.01.02.01;R0440C0030;R0440;C0030
S.05.01.02.01;R0440C0040;R0440;C0040
S.05.01.02.01;R0440C0050;R0440;C0050
S.05.01.02.01;R0440C0060;R0440;C0060
S.05.01.02.01;R0440C0070;R0440;C0070
S.05.01.02.01;R0440C0080;R0440;C0080
S.05.01.02.01;R0440C0090;R0440;C0090
S.05.01.02.01;R0440C0100;R0440;C0100
S.05.01.02.01;R0440C0110;R0440;C0110
S.05.01.02.01;R0440C0120;R0440;C0120
S.05.01.02.01;R0440C0130;R0440;C0130
S.05.01.02.01;R0440C0140;R0440;C0140
S.05.01.02.01;R0440C0150;R0440;C0150
S.05.01.02.01;R0440C0160;R0440;C0160
S.05.01.02.01;R0440C0200;R0440;C0200
S.05.01.02.01;R0500C0010;R0500;C0010
S.05.01.02.01;R0500C0020;R0500;C0020
S.05.01.02.01;R0500C0030;R0500;C0030
S.05.01.02.01;R0500C0040;R0500;C0040
S.05.01.02.01;R0500C0050;R0500;C0050
S.05.01.02.01;R0500C0060;R0500;C0060
S.05.01.02.01;R0500C0070;R0500;C0070
S.05.01.02.01;R0500C0080;R0500;C0080
S.05.01.02.01;R0500C0090;R0500;C0090
S.05.01.02.01;R0500C0100;R0500;C0100
S.05.01.02.01;R0500C0110;R0500;C0110
S.05.01.02.01;R0500C0120;R0500;C0120
S.05.01.02.01;R0500C0130;R0500;C0130
S.05.01.02.01;R0500C0140;R0500;C0140
S.05.01.02.01;R0500C0150;R0500;C0150
S.05.01.02.01;R0500C0160;R0500;C0160
S.05.01.02.01;R0500C0200;R0500;C0200
S.05.01.02.01;R0550C0010;R0550;C0010
S.05.01.02.01;R0550C0020;R0550;C0020
S.05.01.02.01;R0550C0030;R0550;C0030
S.05.01.02.01;R0550C0040;R0550;C0040
S.05.01.02.01;R0550C0050;R0550;C0050
S.05.01.02.01;R0550C0060;R0550;C0060
S.05.01.02.01;R0550C0070;R0550;C0070
S.05.01.02.01;R0550C0080;R0550;C0080
S.05.01.02.01;R0550C0090;R0550;C0090
S.05.01.02.01;R0550C0100;R0550;C0100
S.05.01.02.01;R0550C0110;R0550;C0110
S.05.01.02.01;R0550C0120;R0550;C0120
S.05.01.02.01;R0550C0130;R0550;C0130
S.05.01.02.01;R0550C0140;R0550;C0140
S.05.01.02.01;R0550C0150;R0550;C0150
S.05.01.02.01;R0550C0160;R0550;C0160
S.05.01.02.01;R0550C0200;R0550;C0200
S.05.01.02.01;R1200C0200;R1200;C0200
S.05.01.02.01;R1300C0200;R1300;C0200
S.05.01.02.02;R1410C0210;R1410;C0210
S.05.01.02.02;R1410C0220;R1410;C0220
S.05.01.02.02;R1410C0230;R1410;C0230
S.05.01.02.02;R1410C0240;R1410;C0240
S.05.01.02.02;R1410C0250;R1410;C0250
S.05.01.02.02;R1410C0260;R1410;C0260
S.05.01.02.02;R1410C0270;R1410;C0270
S.05.01.02.02;R1410C0280;R1410;C0280
S.05.01.02.02;R1410C0300;R1410;C0300
S.05.01.02.02;R1420C0210;R1420;C0210
S.05.01.02.02;R1420C0220;R1420;C0220
S.05.01.02.02;R1420C0230;R1420;C0230
S.05.01.02.02;R1420C0240;R1420;C0240
S.05.01.02.02;R1420C0250;R1420;C0250
S.05.01.02.02;R1420C0260;R1420;C0260
S.05.01.02.02;R1420C0270;R1420;C0270
S.05.01.02.02;R1420C0280;R1420;C0280
S.05.01.02.02;R1420C0300;R1420;C0300
S.05.01.02.02;R1500C0210;R1500;C0210
S.05.01.02.02;R1500C0220;R1500;C0220
S.05.01.02.02;R1500C0230;R1500;C0230
S.05.01.02.02;R1500C0240;R1500;C0240
S.05.01.02.02;R1500C0250;R1500;C0250
S.05.01.02.02;R1500C0260;R1500;C0260
S.05.01.02.02;R1500C0270;R1500;C0270
S.05.01.02.02;R1500C0280;R1500;C0280
S.05.01.02.02;R1500C0300;R1500;C0300
S.05.01.02.02;R1510C0210;R1510;C0210
S.05.01.02.02;R1510C0220;R1510;C0220
S.05.01.02.02;R1510C0230;R1510;C0230
S.05.01.02.02;R1510C0240;R1510;C0240
S.05.01.02.02;R1510C0250;R1510;C0250
S.05.01.02.02;R1510C0260;R1510;C0260
S.05.01.02.02;R1510C0270;R1510;C0270
S.05.01.02.02;R1510C0280;R1510;C0280
S.05.01.02.02;R1510C0300;R1510;C0300
S.05.01.02.02;R1520C0210;R1520;C0210
S.05.01.02.02;R1520C0220;R1520;C0220
S.05.01.02.02;R1520C0230;R1520;C0230
S.05.01.02.02;R1520C0240;R1520;C0240
S.05.01.02.02;R1520C0250;R1520;C0250
S.05.01.02.02;R1520C0260;R1520;C0260
S.05.01.02.02;R1520C0270;R1520;C0270
S.05.01.02.02;R1520C0280;R1520;C0280
S.05.01.02.02;R1520C0300;R1520;C0300
S.05.01.02.02;R1600C0210;R1600;C0210
S.05.01.02.02;R1600C0220;R1600;C0220
S.05.01.02.02;R1600C0230;R1600;C0230
S.05.01.02.02;R1600C0240;R1600;C0240
S.05.01.02.02;R1600C0250;R1600;C0250
S.05.01.02.02;R1600C0260;R1600;C0260
S.05.01.02.02;R1600C0270;R1600;C0270
S.05.01.02.02;R1600C0280;R1600;C0280
S.05.01.02.02;R1600C0300;R1600;C0300
S.05.01.02.02;R1610C0210;R1610;C0210
S.05.01.02.02;R1610C0220;R1610;C0220
S.05.01.02.02;R1610C0230;R1610;C0230
S.05.01.02.02;R1610C0240;R1610;C0240
S.05.01.02.02;R1610C0250;R1610;C0250
S.05.01.02.02;R1610C0260;R1610;C0260
S.05.01.02.02;R1610C0270;R1610;C0270
S.05.01.02.02;R1610C0280;R1610;C0280
S.05.01.02.02;R1610C0300;R1610;C0300
S.05.01.02.02;R1620C0210;R1620;C0210
S.05.01.02.02;R1620C0220;R1620;C0220
S.05.01.02.02;R1620C0230;R1620;C0230
S.05.01.02.02;R1620C0240;R1620;C0240
S.05.01.02.02;R1620C0250;R1620;C0250
S.05.01.02.02;R1620C0260;R1620;C0260
S.05.01.02.02;R1620C0270;R1620;C0270
S.05.01.02.02;R1620C0280;R1620;C0280
S.05.01.02.02;R1620C0300;R1620;C0300
S.05.01.02.02;R1700C0210;R1700;C0210
S.05.01.02.02;R1700C0220;R1700;C0220
S.05.01.02.02;R1700C0230;R1700;C0230
S.05.01.02.02;R1700C0240;R1700;C0240
S.05.01.02.02;R1700C0250;R1700;C0250
S.05.01.02.02;R1700C0260;R1700;C0260
S.05.01.02.02;R1700C0270;R1700;C0270
S.05.01.02.02;R1700C0280;R1700;C0280
S.05.01.02.02;R1700C0300;R1700;C0300
S.05.01.02.02;R1710C0210;R1710;C0210
S.05.01.02.02;R1710C0220;R1710;C0220
S.05.01.02.02;R1710C0230;R1710;C0230
S.05.01.02.02;R1710C0240;R1710;C0240
S.05.01.02.02;R1710C0250;R1710;C0250
S.05.01.02.02;R1710C0260;R1710;C0260
S.05.01.02.02;R1710C0270;R1710;C0270
S.05.01.02.02;R1710C0280;R1710;C0280
S.05.01.02.02;R1710C0300;R1710;C0300
S.05.01.02.02;R1720C0210;R1720;C0210
S.05.01.02.02;R1720C0220;R1720;C0220
S.05.01.02.02;R1720C0230;R1720;C0230
S.05.01.02.02;R1720C0240;R1720;C0240
S.05.01.02.02;R1720C0250;R1720;C0250
S.05.01.02.02;R1720C0260;R1720;C0260
S.05.01.02.02;R1720C0270;R1720;C0270
S.05.01.02.02;R1720C0280;R1720;C0280
S.05.01.02.02;R1720C0300;R1720;C0300
S.05.01.02.02;R1800C0210;R1800;C0210
S.05.01.02.02;R1800C0220;R1800;C0220
S.05.01.02.02;R1800C0230;R1800;C0230
S.05.01.02.02;R1800C0240;R1800;C0240
S.05.01.02.02;R1800C0250;R1800;C0250
S.05.01.02.02;R1800C0260;R1800;C0260
S.05.01.02.02;R1800C0270;R1800;C0270
S.05.01.02.02;R1800C0280;R1800;C0280
S.05.01.02.02;R1800C0300;R1800;C0300
S.05.01.02.02;R1900C0210;R1900;C0210
S.05.01.02.02;R1900C0220;R1900;C0220
S.05.01.02.02;R1900C0230;R1900;C0230
S.05.01.02.02;R1900C0240;R1900;C0240
S.05.01.02.02;R1900C0250;R1900;C0250
S.05.01.02.02;R1900C0260;R1900;C0260
S.05.01.02.02;R1900C0270;R1900;C0270
S.05.01.02.02;R1900C0280;R1900;C0280
S.05.01.02.02;R1900C0300;R1900;C0300
S.05.01.02.02;R2500C0300;R2500;C0300
S.05.01.02.02;R2600C0300;R2600;C0300
S.06.02.04.01;C0001;;C0001
S.06.02.04.01;C0020;;C0020
S.06.02.04.01;C0040;;C0040
S.06.02.04.01;C0070;;C0070
S.06.02.04.01;C0080;;C0080
S.06.02.04.01;C0010;;C0010
S.06.02.04.01;C0060;;C0060
S.06.02.04.01;C0090;;C0090
S.06.02.04.01;C0100;;C0100
S.06.02.04.01;C0110;;C0110
S.06.02.04.01;C0120;;C0120
S.06.02.04.01;C0130;;C0130
S.06.02.04.01;C0140;;C0140
S.06.02.04.01;C0150;;C0150
S.06.02.04.01;C0160;;C0160
S.06.02.04.01;C0170;;C0170
S.06.02.04.01;C0180;;C0180
S.06.02.04.02;C0040;;C0040
S.06.02.04.02;C0190;;C0190
S.06.02.04.02;C0200;;C0200
S.06.02.04.02;C0210;;C0210
S.06.02.04.02;C0230;;C0230
S.06.02.04.02;C0240;;C0240
S.06.02.04.02;C0250;;C0250
S.06.02.04.02;C0270;;C0270
S.06.02.04.02;C0280;;C0280
S.06.02.04.02;C0290;;C0290
S.06.02.04.02;C0300;;C0300
S.06.02.04.02;C0310;;C0310
S.06.02.04.02;C0320;;C0320
S.06.02.04.02;C0330;;C0330
S.06.02.04.02;C0340;;C0340
S.06.02.04.02;C0350;;C0350
S.06.02.04.02;C0360;;C0360
S.06.02.04.02;C0370;;C0370
S.06.02.04.02;C0380;;C0380
S.06.02.04.02;C0390;;C0390
S.06.03.04.01;C0100;;C0100
S.06.03.04.01;C0010;;C0010
S.06.03.04.01;C0030;;C0030
S.06.03.04.01;C0040;;C0040
S.06.03.04.01;C0050;;C0050
S.06.03.04.01;C0060;;C0060
S.08.01.04.01;C0440;;C0440
S.08.01.04.01;C0020;;C0020
S.08.01.04.01;C0040;;C0040
S.08.01.04.01;C0070;;C0070
S.08.01.04.01;C0090;;C0090
S.08.01.04.01;C0010;;C0010
S.08.01.04.01;C0060;;C0060
S.08.01.04.01;C0080;;C0080
S.08.01.04.01;C0110;;C0110
S.08.01.04.01;C0120;;C0120
S.08.01.04.01;C0130;;C0130
S.08.01.04.01;C0140;;C0140
S.08.01.04.01;C0150;;C0150
S.08.01.04.01;C0160;;C0160
S.08.01.04.01;C0170;;C0170
S.08.01.04.01;C0180;;C0180
S.08.01.04.01;C0190;;C0190
S.08.01.04.01;C0200;;C0200
